# mesh name: cylinderMesh1
# primitive scorer name: eDep
# iZ, iPHI, iR, total(value) [MeV], total(val^2), entry
0,0,0,548824.4979295532,2629456653.567008,200
0,0,1,486065.6998337361,1469214681.020106,200
0,0,2,360821.7102472655,737939126.0777062,200
0,0,3,267228.6186402637,397450118.3088388,200
0,0,4,207179.5522684402,237023171.359349,200
0,0,5,172663.3127585544,166492648.1406125,200
0,0,6,140858.648030456,113790803.7032022,200
0,0,7,113247.9062139628,74710518.34820849,200
0,0,8,93512.81936277525,51434027.07331289,200
0,0,9,79771.42254110765,38940275.0070041,200
0,0,10,71567.56958018627,31211712.0001713,200
0,0,11,59504.58242868038,22748576.26648923,200
0,0,12,53994.24458478035,19962851.10091977,200
0,0,13,48370.4567421299,15487786.65241376,200
0,0,14,43138.46031240319,11959184.99264008,200
0,0,15,37419.36222313388,9346299.379387908,200
0,0,16,36809.90008756009,9434656.440284109,200
0,0,17,32684.51606001273,7814309.061477778,200
0,0,18,28811.87768522858,6329513.547060899,200
0,0,19,25748.51774270946,4715468.732509346,200
0,0,20,25522.6939956503,6056721.687500278,200
0,0,21,21196.99933032255,3438302.180557692,200
0,0,22,19588.48349577199,3190688.431779248,200
0,0,23,18373.22689170256,2801096.613099447,200
0,0,24,16322.09194647296,2220613.544887315,200
0,0,25,15714.01058617913,2275882.552558584,200
0,0,26,13329.73839112881,1418104.482493951,200
0,0,27,13549.33215381486,1755589.672466795,200
0,0,28,12106.70654915483,1296394.612590014,200
0,0,29,10476.7306316758,936059.9940558425,200
0,0,30,10089.27742931572,842068.8260866222,200
0,0,31,10427.79755876218,926607.0267062192,200
0,0,32,10520.92614050141,1021256.968085025,200
0,0,33,8672.912762967389,681189.879681661,200
0,0,34,8201.067257221861,635196.9183105179,200
0,0,35,8145.509742402031,618146.2251980177,200
0,0,36,7736.749330386468,537905.2832196921,200
0,0,37,7632.414111135673,553055.0539804739,200
0,0,38,7533.533479539167,761820.8128995151,200
0,0,39,6499.554183280902,407184.0582510222,200
0,0,40,5543.584003261508,274627.6768100174,200
0,0,41,5201.885290081615,252702.8118664175,200
0,0,42,5202.982247585105,310780.0198062039,200
0,0,43,4129.749540192963,150436.5577309439,200
0,0,44,4027.026207174464,148964.9983416621,200
0,0,45,4299.270745588487,193713.7024725453,200
0,0,46,4079.339615005633,226692.0516549908,200
0,0,47,3633.113077806725,146390.9440077534,200
0,0,48,3086.694834299637,141153.7196237942,200
0,0,49,3284.415501408996,139618.5276273103,200
0,0,50,2590.563454879572,102162.8879335733,200
0,0,51,1587.979445841032,44900.44372707173,199
0,0,52,1222.279895408938,19644.20768437115,200
0,0,53,1218.598751692605,38618.47364408832,200
0,0,54,1002.32804613627,19991.70887748282,199
0,0,55,585.6235859681826,5873.493057374902,197
0,0,56,709.7468419288664,24316.53282585776,197
0,0,57,950.473471373261,176588.7776163467,199
0,0,58,375.5944076090591,4309.072953785674,196
0,0,59,423.5922406429775,7692.576618831891,194
0,0,60,217.7420324467534,2698.793258761596,187
0,0,61,162.0851426406674,1186.09721630946,183
0,0,62,167.1234497450326,1825.783018741973,172
0,0,63,77.25177526990906,292.3949229615853,165
0,0,64,68.69305836662642,299.7534409393599,146
0,0,65,143.7799465831725,5100.74855933124,124
0,0,66,48.83870546158782,168.6702777558016,110
0,0,67,40.72391356209182,365.2179118062661,85
0,0,68,100.8908910503517,6793.472115662686,50
0,0,69,67.78519220252747,1278.008839602053,38
0,0,70,0.0007005758889135905,4.908065761270674e-07,7
