# mesh name: cylinderMesh1
# primitive scorer name: eDep
# iZ, iPHI, iR, total(value) [MeV], total(val^2), entry
0,0,0,2556433.474430185,44049757248.67513,200
0,0,1,1738453.87384483,16568673131.47232,200
0,0,2,1053288.052412186,5872832566.273147,200
0,0,3,751506.7127262169,3016236179.847609,200
0,0,4,574834.7897813108,1784177404.275037,200
0,0,5,464551.4473900612,1260322835.064641,200
0,0,6,367748.5729536776,757150625.651106,200
0,0,7,300272.7882137324,505586813.318947,200
0,0,8,250781.8966633109,354366969.6319114,200
0,0,9,221286.4063141026,282840849.5217072,200
0,0,10,186309.8987035428,204723361.9387471,200
0,0,11,158397.0074955727,148655750.1132487,200
0,0,12,140781.3174818374,118389839.9388322,200
0,0,13,125284.2298219613,99545405.00629894,200
0,0,14,106258.7169369891,68666424.86612609,200
0,0,15,92125.74633981084,50881775.57344832,200
0,0,16,83411.93731722036,43085092.10354225,200
0,0,17,76474.02004306435,36264376.45117415,200
0,0,18,69336.25677239578,30149981.51089104,200
0,0,19,62162.88509929365,24476789.41804469,200
0,0,20,56144.22406949216,20655190.58084473,200
0,0,21,49935.67695961347,15690181.98307374,200
0,0,22,47173.87245748944,14534667.53275307,200
0,0,23,43236.79984074832,12746495.70325209,200
0,0,24,39747.11345005154,10861643.8499107,200
0,0,25,37503.55993015449,9524782.275787054,200
0,0,26,34856.847649355,8048322.112617344,200
0,0,27,34317.94259875875,8218819.767400794,200
0,0,28,30197.46324590779,6515555.646798503,200
0,0,29,28756.87029879806,5591186.00277172,200
0,0,30,26928.90144782699,5012213.337996696,200
0,0,31,25326.04336902727,4344778.870697018,200
0,0,32,23232.54962572295,3767921.817000562,200
0,0,33,21364.22759321447,3278388.103574808,200
0,0,34,20371.54082982419,3010162.764097154,200
0,0,35,20470.10209402883,2997959.525465526,200
0,0,36,18272.59591619211,2364893.749031506,200
0,0,37,17152.82610836553,2108318.13251671,200
0,0,38,16573.57689266215,2051527.336956795,200
0,0,39,15062.61373500498,1639337.558853571,200
0,0,40,13410.4618815055,1244310.73089438,200
0,0,41,12903.25392255163,1191059.219990246,200
0,0,42,12340.03155021382,1175697.687088466,200
0,0,43,12265.31650640056,1185905.118517325,200
0,0,44,11387.61021384022,984509.91976762,200
0,0,45,9890.032336544147,727181.5246512137,200
0,0,46,9492.710682959731,714888.8064809565,200
0,0,47,8812.390018493084,665202.6239768306,200
0,0,48,8660.076024978007,657908.4260292042,200
0,0,49,7928.548741256722,592635.9791539033,200
0,0,50,5345.331249034236,248963.595243481,200
0,0,51,4364.846443736986,181227.2499607622,199
0,0,52,3924.320005831786,169888.577621427,199
0,0,53,3487.113926063806,159943.3216375711,199
0,0,54,2423.697487343185,77047.61085278717,199
0,0,55,2038.223004229873,49800.79596951447,199
0,0,56,1977.709034522829,74757.82207887394,199
0,0,57,1453.738343476204,31329.65302408035,199
0,0,58,1188.457999630005,29849.35129567701,198
0,0,59,1045.802138684523,26623.5574163787,199
0,0,60,905.0504514308961,26954.58913516403,199
0,0,61,568.9391645062085,7812.732497422797,198
0,0,62,550.8123419062566,10851.5171391675,194
0,0,63,474.0069956275203,17888.0773555884,193
0,0,64,389.6938979423719,12209.97452150926,187
0,0,65,306.0147043438354,9437.948071193756,174
0,0,66,177.9965711745556,5634.186862448322,166
0,0,67,50.33327804073946,179.9033240659152,133
0,0,68,46.41733455628504,220.441484346986,108
0,0,69,4.779561774847977,3.040795119784141,58
0,0,70,5.009999818609499,11.64627336855864,20
